<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.05.05	6004.57	6949.83	5560.21	6928.66	30382858	0	0
2019.05.12	6928.56	8387.46	6504.33	7280.37	68604070	0	0
2019.05.19	7278.57	8313.45	7221.63	8003.57	49257325	0	0
2019.05.26	8003.57	9085.28	7862.03	8518.11	55310375	0	0
2019.06.02	8518.70	8806.69	7413.00	7857.73	51599230	0	0
2019.06.09	7858.13	8885.90	7483.15	8773.72	41382428	0	0
2019.06.16	8773.72	11200.25	8744.36	10676.83	61036798	0	0
2019.06.23	10675.83	13849.59	10229.10	12148.21	102194282	0	0
2019.06.30	12148.21	12214.14	9618.36	11472.95	112456412	0	0
2019.07.07	11468.96	13183.53	10809.68	10863.62	99724328	0	0
2019.07.14	10862.62	11378.06	9026.89	10892.59	115222048	0	0
2019.07.21	10894.59	11065.40	9277.37	9433.20	65989218	0	0
2019.07.28	9428.20	10878.61	9091.57	10867.62	51312183	0	0
2019.08.04	10869.62	12322.34	10493.03	11315.13	82106998	0	0
2019.08.11	11316.12	11589.82	9470.15	10063.50	69938613	0	0
2019.08.18	10064.50	10951.84	9749.15	10062.40	37061738	0	0
2019.08.25	10061.40	10658.75	9265.84	9671.03	54570236	0	0
2019.09.01	9670.14	10939.34	9543.97	10532.89	49141207	0	0
2019.09.08	10529.89	10585.83	9808.68	10402.03	43393463	0	0
2019.09.15	10403.03	10406.03	9597.34	9980.80	33556485	0	0
2019.09.22	9981.20	10092.88	7704.84	8184.08	65341315	0	0
2019.09.29	8184.08	8529.80	7692.67	8111.96	41106450	0	0
2019.10.06	8107.17	8806.94	7759.25	8350.80	40208468	0	0
2019.10.13	8349.60	8467.57	7786.10	7972.12	27988646	0	0
2019.10.20	7972.02	10467.47	7250.42	9132.04	74863920	0	0
2019.10.27	9130.94	9937.75	8943.60	9331.32	54963729	0	0
2019.11.03	9331.42	9611.31	8633.60	8799.60	35790991	0	0
2019.11.10	8799.70	9172.99	8318.10	8514.02	31230396	0	0
2019.11.17	8511.82	8655.36	6752.60	7309.65	45805961	0	0
2019.11.24	7309.75	7908.09	6518.60	7573.36	55890397	0	0
2019.12.01	7574.45	7868.43	7076.74	7527.61	39746523	0	0
2019.12.08	7524.91	7691.53	7029.05	7102.47	24013907	0	0
2019.12.15	7098.68	7469.67	6391.04	7155.32	32641534	0	0
2019.12.22	7155.12	7706.51	7035.29	7349.70	28893392	0	0
2019.12.29	7350.10	7543.19	6851.79	7362.39	23865815	0	0
2020.01.05	7362.29	8452.40	7294.41	8082.49	42745350	0	0
2020.01.12	8081.00	9010.28	7942.95	8895.10	32091017	0	0
2020.01.19	8895.00	9159.31	8209.79	8381.67	38499368	0	0
2020.01.26	8381.86	9566.78	8291.86	9382.46	33610063	0	0
2020.02.02	9382.76	9909.78	9037.79	9888.21	35433674	0	0
2020.02.09	9888.31	10502.78	9686.28	9922.73	43071516	0	0
2020.02.16	9922.53	10307.29	9266.29	9683.88	50712725	0	0
2020.02.23	9683.29	10026.29	8422.79	8632.96	50241352	0	0
2020.03.01	8633.00	9189.97	8421.01	8879.75	31528231	0	0
2020.03.08	8879.73	8922.16	3771.79	5361.59	105209033	0	0
2020.03.15	5361.60	6917.99	4417.29	6334.24	96080339	0	0
2020.03.22	6334.13	6980.47	5658.09	6255.30	54769064	0	0
2020.03.29	6256.59	7261.11	5722.29	6848.39	51747148	0	0
2020.04.05	6850.09	7468.61	6682.62	6804.51	37964310	0	0
2020.04.12	6804.37	7275.88	6466.05	7233.63	38831132	0	0
2020.04.19	7233.53	7762.67	6747.86	7540.29	37683310	0	0
2020.04.26	7538.39	9470.07	7465.27	8917.08	53295208	0	0
2020.05.03	8917.08	10066.89	8509.42	9636.88	55921499	0	0
2020.05.10	9640.38	9926.96	8092.18	9370.48	81744959	0	0
2020.05.17	9372.07	9942.49	8785.19	9220.54	55047205	0	0
2020.05.24	9220.34	9618.90	8616.51	9429.61	42831091	0	0
2020.05.31	9432.11	10379.56	9187.28	9689.52	50386971	0	0
2020.06.07	9690.22	10003.76	9001.74	9398.84	41024578	0	0
2020.06.14	9398.94	9586.59	8894.74	9323.73	33801382	0	0
2020.06.21	9323.83	9783.52	8845.25	8946.04	33165616	0	0
2020.06.28	8946.14	9299.17	8928.69	9129.84	21217468	0	0
2020.07.05	9129.24	9479.56	8892.44	9214.95	23981604	0	0
2020.07.12	9214.95	9353.49	9024.14	9182.48	16928486	0	0
2020.07.19	9180.79	9742.47	9107.57	9725.78	20205360	0	0
2020.07.26	9726.28	11825.97	9665.85	11809.99	65410869	0	0
2020.08.02	11812.99	12081.69	10537.39	11696.12	62970107	0	0
2020.08.09	11695.12	12077.58	11110.43	11869.92	47555392	0	0
2020.08.16	11869.92	12475.26	11379.46	11599.22	43941699	0	0
2020.08.23	11600.22	11830.97	11123.86	11526.30	32761830	0	0
2020.08.30	11525.30	12060.91	9914.58	10111.86	62753086	0	0
2020.09.06	10107.86	10500.43	9861.06	10443.49	42535746	0	0
2020.09.13	10445.49	11171.69	10219.74	11094.78	37264922	0	0
2020.09.20	11091.78	11096.94	10136.86	10725.18	36965295	0	0
2020.09.27	10726.18	10971.91	10268.73	10397.72	29938956	0	0
2020.10.04	10520.16	11098.53	10412.57	10905.23	18013539	0	0
2020.10.11	11220.83	11716.28	11091.10	11189.72	27761743	0	0
2020.10.18	11344.24	13192.81	11335.58	12872.04	35203410	0	0
2020.10.25	12901.03	13849.64	12691.99	13500.59	52577903	0	0
2020.11.01	13687.98	15924.17	13097.03	15470.72	56681447	0	0
2020.11.08	15509.71	16482.00	14817.31	16279.71	625213	0	0
2020.11.15	15913.47	18811.18	15777.21	18573.90	531190	0	0
2020.11.22	18575.54	19474.55	16243.73	17014.49	649785	0	0
2020.11.29	18135.02	19929.05	18063.92	19003.07	742782	0	0
2020.12.06	19136.92	19437.59	17565.42	18863.22	535749	0	0
2020.12.13	18805.32	24095.46	18701.40	23934.64	660333	0	0
2020.12.20	23418.21	26690.60	21889.89	26321.01	562272	0	0
2020.12.27	26489.82	33253.38	25784.60	32132.61	719942	0	0
2021.01.03	32204.35	41917.83	28290.13	40286.63	1162431	0	0
2021.01.10	40155.78	41336.47	30331.21	36123.22	1006961	0	0
2021.01.17	35954.40	37894.27	28824.93	32048.70	1097423	0	0
2021.01.24	32061.69	38655.43	29204.36	34570.93	1268552	0	0
2021.01.31	34157.38	40938.91	32192.54	40022.92	1214121	0	0
2021.02.07	39190.84	48919.35	37315.90	47030.20	1045208	0	0
2021.02.14	47141.08	57415.76	45654.30	55303.09	587775	0	0
2021.02.21	55760.59	58247.85	43976.56	45861.49	1243547	0	0
2021.02.28	46161.28	52570.01	43123.50	48871.17	1153933	0	0
2021.03.07	48899.14	61619.13	48899.14	61051.76	641883	0	0
2021.03.14	61124.68	61620.13	53228.63	58409.67	1079155	0	0
2021.03.21	58651.40	58679.37	48000.00	55846.49	818137	0	0
2021.03.28	56396.88	60117.79	54721.35	57897.23	484760	0	0
2021.04.04	57533.63	61151.65	55432.77	58800.24	435176	0	0
2021.04.11	59130.87	64814.31	59013.00	60713.13	527451	0	0
2021.04.18	60559.30	60664.19	47435.31	50884.95	769528	0	0
2021.04.25	50884.95	57907.22	47013.34	57587.57	660824	0	0
2021.05.02	57338.85	58899.04	52843.49	58047.07	502475	0	0
2021.05.09	58829.21	59518.45	45809.95	49351.64	631153	0	0
2021.05.16	46914.33	49810.14	29320.56	38114.02	1361585	0	0
2021.05.23	38218.90	40826.03	31190.64	34024.52	940641	0	0
2021.05.30	34598.89	39432.57	33325.29	35957.39	657735	0	0
2021.06.06	34940.51	38278.84	31004.64	36026.32	671810	0	0
2021.06.13	35804.56	41221.60	34757.71	36157.17	735857	0	0
2021.06.20	35888.47	36152.18	29054.99	31244.58	1608577	0	0
2021.06.27	31473.33	36564.77	31457.35	34659.83	778828	0	0
2021.07.04	34541.96	35936.80	31984.76	33265.36	598127	0	0
2021.07.11	33373.24	34616.87	30950.86	31734.05	453895	0	0
2021.07.18	31683.11	34488.02	29247.99	33919.64	612300	0	0
2021.07.25	34090.45	42322.39	33853.71	41491.30	1118463	0	0
2021.08.01	41900.85	44502.99	37209.04	43890.66	666948	0	0
2021.08.08	43485.11	47847.31	42672.60	46573.71	586059	0	0
2021.08.15	46985.25	49732.23	43861.02	48888.16	509935	0	0
2021.08.22	49122.90	50489.40	46259.05	48664.41	430249	0	0
2021.08.29	48914.13	51001.83	46456.22	50124.80	421926	0	0
2021.09.05	50156.76	52864.33	43008.87	45259.16	568170	0	0
2021.09.12	45352.05	48621.45	43403.79	47941.20	475363	0	0
2021.09.19	47824.33	48316.79	39558.20	42733.20	980022	0	0
2021.09.26	42699.00	48480.70	40755.00	48030.10	766354	0	0
2021.10.03	48099.30	56091.00	46931.17	54590.50	712774	0	0
2021.10.10	54850.90	62863.50	53954.35	61007.76	861885	0	0
2021.10.17	60661.40	66997.10	58928.50	61034.85	1145666	0	0
2021.10.24	61032.48	63717.60	57849.94	61739.90	833166	0	0
2021.10.31	61457.60	64308.51	59503.15	61206.08	644077	0	0
2021.11.07	61468.05	69040.73	61320.26	64219.45	427614	0	0
2021.11.14	64258.35	66339.92	55610.77	59620.01	557704	0	0
2021.11.21	59718.01	60055.06	53514.41	54598.09	552992	0	0
2021.11.28	54892.67	59243.84	41713.08	48806.06	512286	0	0
2021.12.05	49252.66	51955.22	46755.21	48793.05	535836	0	0
2021.12.12	48832.20	50792.51	45430.51	46928.88	492406	0	0
2021.12.19	46824.42	51910.29	45560.41	51006.27	410788	0	900
2021.12.26	50600.59	52116.19	45640.00	47288.44	406998	0	900
2022.01.02	47348.01	48007.87	40505.32	41787.71	478105	0	900
2022.01.09	41886.84	44455.12	39640.02	43270.01	428007	0	900
2022.01.16	43333.46	43508.06	36119.51	36622.51	417287	0	900
2022.01.23	34876.26	38922.58	32915.51	38471.19	525573	0	900
2022.01.30	38095.79	40918.61	36265.48	40604.26	386419	0	900
2022.02.06	41633.76	45839.21	41123.40	41804.22	466613	0	900
2022.02.13	42150.79	44774.57	39428.88	39930.76	391392	0	900
2022.02.20	40004.34	40287.76	34319.63	39433.67	602305	0	900
2022.02.27	38982.51	45295.01	36986.11	39409.26	529414	0	900
2022.03.06	39351.50	42581.79	37152.76	39098.76	407752	0	900
2022.03.13	39119.91	42389.87	37527.42	42324.45	326608	0	900
2022.03.20	42084.22	45133.76	40500.00	44589.26	344390	0	900
2022.03.27	44415.01	48230.76	44210.36	46227.13	380251	0	0
2022.04.03	46283.64	47446.23	42105.22	42454.63	445633	0	900
2022.04.10	42565.18	43433.76	39174.01	40347.73	413712	0	900
2022.04.17	40556.71	42992.21	38533.22	39802.01	384096	0	900
2022.04.24	39856.78	40801.41	37676.76	38314.26	451912	0	900
2022.05.01	38226.31	40028.00	35227.31	35784.00	492062	0	900
2022.05.08	35185.92	35745.81	25277.01	29314.01	792810	0	900
2022.05.15	29594.81	31393.13	28598.56	29352.51	572951	0	900
2022.05.22	29338.13	30640.26	27958.39	28994.01	512316	0	900
2022.05.29	28942.66	32372.76	28805.51	29710.01	453922	0	900
2022.06.05	29828.02	31736.26	28070.70	28443.14	530864	0	900
2022.06.12	28520.54	28651.51	17573.37	17632.01	929192	0	900
2022.06.19	18517.26	21699.23	17915.13	21201.51	764558	0	900
2022.06.26	21469.63	21865.01	18582.78	19237.50	618449	0	900
2022.07.03	19327.21	22479.80	18748.31	21660.50	691685	0	900
2022.07.10	21689.07	21733.29	18900.19	21144.38	997120	0	600
2022.07.17	21156.66	24269.06	20744.05	22324.61	1181139	0	600
2022.07.24	22262.90	24678.38	20718.30	23953.88	1039183	0	600
2022.07.31	23580.65	24183.33	22381.84	23154.71	955309	0	600
2022.08.07	23182.28	24914.64	22652.50	24493.53	852467	0	600
2022.08.14	24477.87	25206.69	20774.42	20820.30	1065056	0	600
2022.08.21	21180.19	21899.53	19761.00	19959.88	963975	0	600
2022.08.28	19886.39	20566.51	19508.82	19723.48	1025887	0	900
2022.09.04	19761.73	21665.35	18513.17	21383.03	967537	0	900
2022.09.11	21644.48	22779.99	19320.80	20058.83	1159568	0	900
2022.09.18	20035.30	20136.71	18139.05	19136.96	1207416	0	900
2022.09.25	18915.66	20374.00	18464.19	19247.21	1172742	0	900
2022.10.02	19278.36	20462.75	18911.50	19440.03	991071	0	900
2022.10.09	19280.34	19943.93	18103.96	19091.58	1260135	0	900
2022.10.16	19052.66	19697.46	18636.00	19211.98	1199991	0	900
2022.10.23	19188.76	21072.95	19062.66	20855.88	1257950	0	900
2022.10.30	20835.64	21470.76	20026.86	21345.13	1143716	0	900
2022.11.06	21317.40	21357.53	15531.26	16789.25	1663963	0	900
2022.11.13	16793.75	17156.81	15783.50	16648.25	1383963	0	900
2022.11.20	16737.44	16790.75	15444.42	16504.75	1252468	0	900
2022.11.27	16437.75	17300.41	15994.75	16938.00	780899	0	900
2022.12.04	16907.75	17431.67	16680.75	17131.50	748694	0	900
2022.12.11	17141.50	18375.75	16521.81	16693.75	850850	0	900
2022.12.18	16734.65	17054.25	16246.80	16817.35	752617	0	900
2022.12.25	16807.64	16960.05	16327.50	16541.15	160752	0	900
2023.01.01	16497.35	17025.10	16478.65	16933.05	158970	0	900
2023.01.08	16924.90	21493.26	16900.55	20874.55	557905	0	900
2023.01.15	21063.15	23367.50	20396.24	23180.25	970889	0	900
2023.01.22	22942.56	23816.62	22309.59	23004.00	889325	0	900
2023.01.29	22974.50	24256.50	22479.56	23413.25	868918	0	900
2023.02.05	23422.75	23444.25	21462.99	21829.00	741552	0	900
2023.02.12	21833.75	25253.63	21360.25	24622.00	944406	0	900
2023.02.19	24636.50	25266.75	22707.00	22880.95	1399365	0	900
2023.02.26	23138.95	24014.29	21968.90	22200.75	767583	0	900
2023.03.05	22326.50	22655.25	19552.12	20492.25	896914	0	900
2023.03.12	20526.25	27833.80	20417.51	27425.30	1124805	0	900
2023.03.19	27283.25	28943.67	26647.61	27384.50	948988	0	1200
2023.03.26	27473.53	29171.67	26500.00	28468.50	699329	0	1200
2023.04.02	28499.50	28791.99	27365.19	27941.25	647921	0	1200
2023.04.09	27924.31	31053.25	27808.25	30322.00	761423	0	1200
2023.04.16	30312.50	30579.00	27128.25	27667.75	835233	0	1200
2023.04.23	27668.63	30018.27	26939.97	29226.25	926141	0	1200
2023.04.30	29228.00	29961.75	27690.00	28847.75	857477	0	1200
2023.05.07	28835.50	29184.00	25800.00	26908.25	1017481	0	1200
2023.05.14	26878.50	27680.00	26346.96	27016.51	768373	0	1200
2023.05.21	27026.75	27491.50	25844.20	26739.75	776542	0	1200
2023.05.28	26787.50	28460.25	26502.25	27072.25	786987	0	1200
2023.06.04	27043.25	27466.50	25341.50	25791.50	807661	0	1200
2023.06.11	25789.25	26805.00	24751.08	26529.00	1287209	0	1200
2023.06.18	26530.50	31424.00	26243.80	30561.61	1793909	0	1200
2023.06.25	30538.14	31264.15	29438.24	30579.15	1848887	0	1200
2023.07.02	30570.91	31544.65	29678.71	30131.95	402964	0	1200
2023.07.09	30145.65	31833.64	29873.35	30288.95	410491	0	1200
2023.07.16	30265.05	30432.67	29398.84	29819.25	331688	0	1200
2023.07.23	29811.09	30354.62	28844.75	29312.65	235501	0	1200
2023.07.30	29346.05	30026.14	28544.35	29035.55	252493	0	1200
2023.08.06	29047.79	30234.70	28680.26	29406.75	205099	0	1200
2023.08.13	29404.85	29680.65	24665.20	26045.45	325611	0	1200
2023.08.20	26033.55	26799.95	25282.64	26015.65	321538	0	1200
2023.08.27	26020.62	28147.34	25306.85	25822.85	346524	0	0
2023.09.03	25828.45	26430.25	25332.09	25849.85	257164	0	0
2023.09.10	25868.15	26878.22	24884.09	26508.55	454804	0	0
2023.09.17	26552.51	27470.83	26357.14	26565.95	351643	0	0
2023.09.24	26555.05	27301.86	25974.05	27052.45	325328	0	0
2023.10.01	26989.18	28593.95	26933.05	27904.25	480895	0	0
2023.10.08	27930.75	28075.95	26519.05	26824.35	450973	0	0
2023.10.15	26808.79	30580.84	26785.75	29974.22	443213	0	0
2023.10.22	30005.85	35595.00	29604.95	34113.55	839081	0	0
2023.10.29	34169.34	35992.90	33934.50	34748.95	585088	0	0
2023.11.05	34844.05	38176.35	34373.24	36977.00	826994	0	0
2023.11.12	36879.32	37992.95	34548.84	36549.95	833360	0	0
2023.11.19	36518.83	38418.95	35605.11	37761.05	741901	0	0
2023.11.26	37735.65	39891.65	36694.05	39646.15	573604	0	0
2023.12.03	39349.31	44773.25	39249.25	44011.95	673072	0	0
2023.12.10	43919.95	44093.35	40227.40	42315.55	725184	0	1200
2023.12.17	42318.87	44462.54	40553.95	43794.85	752223	0	1200
2023.12.24	43783.68	43988.65	41283.20	42299.85	645536	0	1200
2023.12.31	42213.41	45935.76	40331.45	43841.15	969005	0	1200
2024.01.07	43777.25	49005.71	41367.95	42918.45	1232579	0	1200
2024.01.14	42950.95	43578.55	40294.05	41761.85	834130	0	1200
2024.01.21	41785.45	42227.95	38542.51	42112.35	795309	0	1200
2024.01.28	42082.20	43880.85	41594.05	42864.05	305574	0	1200
