<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2003.05.11	4.790	4.900	4.730	4.760	1596	0	0
2003.05.18	4.800	4.860	4.610	4.640	1538	0	0
2003.05.25	4.630	4.730	4.490	4.510	1291	0	0
2003.06.01	4.510	4.600	4.460	4.540	1319	0	0
2003.06.08	4.550	4.610	4.410	4.570	1289	0	0
2003.06.15	4.560	4.650	4.500	4.510	747	0	0
2003.06.22	4.540	4.630	4.480	4.510	1111	0	0
2003.06.29	4.500	4.690	4.490	4.650	843	0	0
2003.07.06	4.640	4.890	4.640	4.790	1536	0	0
2003.07.13	4.790	4.820	4.610	4.700	1450	0	0
2003.07.20	4.690	5.170	4.610	5.060	2231	0	0
2003.07.27	5.050	5.240	5.000	5.090	2346	0	0
2003.08.03	5.100	5.110	4.880	4.990	2080	0	0
2003.08.10	4.970	5.070	4.800	4.920	2039	0	0
2003.08.17	4.930	5.050	4.860	4.990	1223	0	0
2003.08.24	4.970	5.180	4.920	5.100	1138	0	0
2003.08.31	5.110	5.180	4.960	5.090	65	0	0
2003.09.07	5.100	5.350	5.050	5.190	1999	0	0
2003.09.14	5.180	5.340	5.070	5.230	2018	0	0
2003.09.21	5.230	5.370	5.080	5.100	2226	0	0
2003.09.28	5.120	5.200	4.800	4.810	2463	0	0
2003.10.05	4.850	4.930	4.710	4.880	2484	0	0
2003.10.12	4.890	4.990	4.840	4.930	1750	0	0
2003.10.19	4.920	5.210	4.900	5.150	2017	0	0
2003.10.26	5.150	5.220	4.980	5.050	1843	0	0
2003.11.02	5.090	5.110	4.880	5.040	2033	0	0
2003.11.09	5.060	5.430	4.940	5.400	3175	0	0
2003.11.16	5.380	5.410	5.190	5.280	1319	0	0
2003.11.23	5.280	5.390	5.160	5.350	1086	0	0
2003.11.30	5.340	5.550	5.180	5.460	1885	0	0
2003.12.07	5.470	5.720	5.420	5.610	1786	0	0
2003.12.14	5.610	5.740	5.460	5.710	1777	0	0
2003.12.21	5.700	5.810	5.640	5.760	887	0	0
2003.12.28	5.750	6.030	5.750	5.970	1254	0	0
2004.01.04	5.960	6.500	5.950	6.460	2721	0	0
2004.01.11	6.470	6.770	6.150	6.310	2766	0	0
2004.01.18	6.310	6.410	6.070	6.340	2406	0	0
2004.01.25	6.340	6.650	6.110	6.230	2995	0	0
2004.02.01	6.240	6.430	5.970	6.260	1712	0	0
2004.02.08	6.260	6.730	6.230	6.560	2842	0	0
2004.02.15	6.560	6.860	6.450	6.520	2836	0	0
2004.02.22	6.430	6.820	6.270	6.690	2914	0	0
2004.02.29	6.680	7.020	6.520	6.960	3523	0	0
2004.03.07	6.950	7.280	6.860	7.020	3409	0	0
2004.03.14	7.040	7.710	7.010	7.540	2038	0	0
