<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	02:45:00	44749.23	44844.13	44701.04	44733.45	821	0	361
2024.01.02	02:50:00	44726.61	44897.85	44719.75	44894.80	995	0	351
2024.01.02	02:55:00	44894.20	45295.62	44846.58	45130.95	1615	0	359
2024.01.02	03:00:00	45133.25	45278.45	45065.28	45200.58	1515	0	365
2024.01.02	03:05:00	45201.38	45447.48	45181.19	45243.61	1145	0	365
2024.01.02	03:10:00	45244.44	45269.40	44899.83	44902.30	1323	0	416
2024.01.02	03:15:00	44898.88	45039.46	44889.52	45008.51	1068	0	437
2024.01.02	03:20:00	45007.15	45057.00	44953.30	45022.00	759	0	363
2024.01.02	03:25:00	45015.60	45129.00	44944.80	44986.92	877	0	407
2024.01.02	03:30:00	44986.60	45079.18	44933.71	44942.33	988	0	356
2024.01.02	03:35:00	44942.93	44945.42	44832.78	44858.88	1063	0	352
2024.01.02	03:40:00	44858.88	44978.00	44837.48	44847.50	1196	0	421
2024.01.02	03:45:00	44845.50	44886.00	44706.47	44714.83	906	0	517
2024.01.02	03:50:00	44717.04	44832.78	44712.74	44811.80	885	0	370
2024.01.02	03:55:00	44813.50	44948.70	44800.39	44898.72	959	0	364
2024.01.02	04:00:00	44898.72	45006.25	44898.72	44996.50	913	0	352
2024.01.02	04:05:00	44996.50	45028.66	44959.46	45017.30	1159	0	377
2024.01.02	04:10:00	45011.22	45027.32	44936.27	44998.20	845	0	969
2024.01.02	04:15:00	44996.63	45048.64	44913.02	44949.83	782	0	520
2024.01.02	04:20:00	44949.83	45104.23	44949.83	45011.73	934	0	367
2024.01.02	04:25:00	45017.87	45159.00	45015.29	45159.00	689	0	354
2024.01.02	04:30:00	45154.30	45227.55	45107.45	45192.39	824	0	351
2024.01.02	04:35:00	45192.39	45258.05	45181.44	45253.35	689	0	362
2024.01.02	04:40:00	45254.20	45351.39	45239.47	45326.47	610	0	380
2024.01.02	04:45:00	45326.47	45329.05	45194.55	45241.39	781	0	367
2024.01.02	04:50:00	45237.31	45300.81	45208.75	45300.81	537	0	383
2024.01.02	04:55:00	45301.04	45440.02	45297.36	45437.52	1017	0	397
2024.01.02	05:00:00	45437.76	45517.34	45162.69	45169.89	1165	0	354
2024.01.02	05:05:00	45164.32	45271.37	45164.32	45205.05	1081	0	512
2024.01.02	05:10:00	45204.89	45323.92	45204.89	45283.48	671	0	374
2024.01.02	05:15:00	45283.48	45354.80	45261.62	45265.00	792	0	363
2024.01.02	05:20:00	45264.40	45411.22	45235.50	45403.70	668	0	358
2024.01.02	05:25:00	45399.40	45434.50	45285.30	45380.80	958	0	352
2024.01.02	05:30:00	45380.84	45438.25	45380.84	45395.80	516	0	351
2024.01.02	05:35:00	45395.80	45439.49	45372.61	45426.69	577	0	351
2024.01.02	05:40:00	45426.69	45569.33	45426.68	45494.00	1141	0	351
2024.01.02	05:45:00	45495.50	45528.70	45396.81	45413.38	881	0	364
2024.01.02	05:50:00	45415.78	45498.50	45413.94	45447.22	894	0	355
2024.01.02	05:55:00	45448.42	45470.82	45413.64	45469.72	671	0	554
2024.01.02	06:00:00	45469.57	45528.20	45433.02	45435.74	885	0	357
2024.01.02	06:05:00	45435.81	45438.00	45288.29	45297.08	845	0	363
2024.01.02	06:10:00	45298.28	45453.50	45298.28	45453.50	548	0	357
2024.01.02	06:15:00	45452.28	45453.75	45326.41	45332.16	625	0	358
2024.01.02	06:20:00	45332.42	45392.60	45332.42	45361.58	525	0	452
2024.01.02	06:25:00	45361.58	45433.06	45351.01	45432.00	477	0	368
2024.01.02	06:30:00	45423.30	45433.36	45322.29	45337.90	638	0	405
2024.01.02	06:35:00	45338.93	45360.01	45240.62	45265.45	468	0	386
2024.01.02	06:40:00	45261.74	45318.11	45256.74	45281.45	912	0	471
2024.01.02	06:45:00	45281.35	45303.79	45258.81	45264.91	744	0	457
2024.01.02	06:50:00	45266.88	45296.20	45243.75	45255.30	717	0	418
2024.01.02	06:55:00	45254.84	45262.85	45218.31	45222.35	1003	0	404
2024.01.02	07:00:00	45222.35	45236.55	45167.14	45170.16	881	0	355
2024.01.02	07:05:00	45170.16	45319.56	45170.16	45319.00	1117	0	365
2024.01.02	07:10:00	45320.50	45388.16	45297.60	45371.31	1298	0	454
2024.01.02	07:15:00	45374.21	45384.44	45279.42	45309.00	517	0	597
2024.01.02	07:20:00	45309.00	45330.77	45291.37	45319.40	464	0	673
2024.01.02	07:25:00	45314.38	45341.36	45288.60	45314.20	365	0	718
2024.01.02	07:30:00	45314.97	45328.00	45272.40	45323.00	273	0	685
2024.01.02	07:35:00	45323.38	45351.46	45285.50	45345.10	287	0	593
2024.01.02	07:40:00	45345.68	45345.68	45278.70	45291.50	504	0	443
2024.01.02	07:45:00	45297.50	45361.50	45271.50	45324.58	444	0	443
2024.01.02	07:50:00	45324.58	45347.38	45171.49	45205.00	595	0	617
2024.01.02	07:55:00	45205.00	45235.83	45184.57	45218.54	774	0	482
2024.01.02	08:00:00	45215.68	45232.48	45167.71	45219.42	1240	0	478
2024.01.02	08:05:00	45219.42	45241.50	45166.81	45218.79	1364	0	401
2024.01.02	08:10:00	45218.49	45281.61	45207.06	45272.19	1350	0	639
2024.01.02	08:15:00	45273.28	45278.85	45220.92	45264.90	1394	0	615
2024.01.02	08:20:00	45261.71	45278.12	45230.70	45275.19	1108	0	624
2024.01.02	08:25:00	45275.31	45315.86	45274.36	45282.63	1171	0	572
2024.01.02	08:30:00	45283.61	45283.87	45236.48	45241.17	1356	0	577
2024.01.02	08:35:00	45242.30	45303.25	45237.73	45270.65	596	0	351
2024.01.02	08:40:00	45270.65	45345.50	45270.65	45330.94	916	0	352
2024.01.02	08:45:00	45330.35	45351.81	45280.39	45332.54	1013	0	379
2024.01.02	08:50:00	45331.85	45355.00	45277.43	45298.40	662	0	376
2024.01.02	08:55:00	45295.64	45322.71	45208.94	45213.75	747	0	351
2024.01.02	09:00:00	45213.10	45290.28	45212.55	45285.08	1118	0	351
2024.01.02	09:05:00	45285.08	45386.36	45283.48	45382.50	1174	0	384
2024.01.02	09:10:00	45377.58	45438.37	45374.77	45389.56	1166	0	386
2024.01.02	09:15:00	45388.00	45413.64	45335.18	45398.46	1247	0	565
2024.01.02	09:20:00	45404.76	45517.70	45391.92	45517.70	1337	0	547
2024.01.02	09:25:00	45517.70	45728.02	45475.00	45510.00	1388	0	0
2024.01.02	09:30:00	45510.43	45525.00	45346.03	45440.46	1084	0	351
2024.01.02	09:35:00	45440.45	45498.24	45355.73	45473.39	903	0	351
2024.01.02	09:40:00	45473.39	45597.00	45444.02	45595.00	811	0	351
2024.01.02	09:45:00	45594.60	45603.25	45516.71	45599.50	1082	0	369
2024.01.02	09:50:00	45601.60	45601.80	45517.97	45522.97	1078	0	404
2024.01.02	09:55:00	45523.47	45556.00	45481.97	45507.78	928	0	358
2024.01.02	10:00:00	45506.78	45572.50	45482.00	45482.73	887	0	361
2024.01.02	10:05:00	45482.48	45485.33	45372.64	45426.00	1114	0	375
2024.01.02	10:10:00	45426.00	45729.30	45423.18	45697.12	1167	0	470
2024.01.02	10:15:00	45703.88	45797.20	45661.83	45790.00	1206	0	360
2024.01.02	10:20:00	45790.00	45916.43	45768.29	45860.91	1178	0	372
2024.01.02	10:25:00	45861.16	45886.00	45750.53	45790.48	1114	0	571
2024.01.02	10:30:00	45790.44	45898.05	45731.82	45752.50	1154	0	373
2024.01.02	10:35:00	45754.33	45833.00	45680.10	45723.75	1275	0	354
2024.01.02	10:40:00	45725.44	45782.40	45649.23	45717.01	1231	0	351
2024.01.02	10:45:00	45716.81	45777.75	45625.08	45766.59	1076	0	351
2024.01.02	10:50:00	45767.36	45853.50	45735.83	45846.00	1228	0	368
2024.01.02	10:55:00	45847.75	45855.83	45783.19	45808.79	922	0	368
2024.01.02	11:00:00	45808.91	45887.16	45794.03	45882.50	938	0	351
2024.01.02	11:05:00	45882.00	45951.50	45779.57	45784.70	1218	0	513
2024.01.02	11:10:00	45785.95	45810.40	45710.13	45750.00	1347	0	497
2024.01.02	11:15:00	45750.00	45820.05	45723.50	45777.10	1034	0	373
2024.01.02	11:20:00	45777.75	45840.63	45761.96	45830.30	1030	0	364
2024.01.02	11:25:00	45830.60	45915.31	45787.44	45884.02	1151	0	367
2024.01.02	11:30:00	45884.02	45893.97	45785.49	45805.93	818	0	579
2024.01.02	11:35:00	45802.03	45812.00	45714.60	45758.62	1152	0	379
2024.01.02	11:40:00	45747.60	45771.46	45677.20	45711.00	1215	0	395
2024.01.02	11:45:00	45710.20	45796.80	45680.68	45787.21	930	0	358
2024.01.02	11:50:00	45786.91	45851.00	45702.11	45705.90	916	0	422
2024.01.02	11:55:00	45706.39	45760.90	45700.82	45733.00	651	0	564
2024.01.02	12:00:00	45734.20	45775.42	45662.90	45675.00	895	0	444
2024.01.02	12:05:00	45675.00	45700.94	45600.57	45659.11	1091	0	370
2024.01.02	12:10:00	45659.11	45761.40	45626.42	45759.50	897	0	353
2024.01.02	12:15:00	45759.25	45780.75	45708.23	45714.75	746	0	351
2024.01.02	12:20:00	45703.90	45757.75	45676.77	45757.75	672	0	351
2024.01.02	12:25:00	45757.75	45757.75	45653.77	45722.50	936	0	366
2024.01.02	12:30:00	45722.50	45731.15	45643.61	45667.50	889	0	361
2024.01.02	12:35:00	45667.50	45704.30	45622.80	45639.50	1106	0	355
2024.01.02	12:40:00	45636.70	45664.35	45595.33	45653.21	988	0	365
2024.01.02	12:45:00	45653.76	45653.76	45496.80	45564.33	959	0	398
2024.01.02	12:50:00	45564.83	45581.80	45492.48	45577.35	667	0	362
2024.01.02	12:55:00	45575.50	45655.00	45546.60	45651.40	1071	0	402
2024.01.02	13:00:00	45654.65	45734.50	45647.80	45708.20	1159	0	408
2024.01.02	13:05:00	45708.20	45771.25	45658.50	45667.25	1229	0	429
2024.01.02	13:10:00	45666.85	45688.50	45603.10	45622.20	1132	0	412
2024.01.02	13:15:00	45622.20	45640.28	45589.38	45640.28	876	0	357
2024.01.02	13:20:00	45640.28	45657.75	45560.70	45608.53	956	0	561
2024.01.02	13:25:00	45608.53	45611.53	45545.54	45557.11	805	0	642
2024.01.02	13:30:00	45556.53	45618.80	45495.15	45509.25	783	0	359
2024.01.02	13:35:00	45502.79	45524.40	45390.44	45390.44	1023	0	499
2024.01.02	13:40:00	45396.20	45439.37	45247.75	45302.00	1330	0	352
2024.01.02	13:45:00	45302.00	45422.05	45295.90	45380.00	1108	0	355
2024.01.02	13:50:00	45379.95	45389.50	45295.91	45344.80	1242	0	354
2024.01.02	13:55:00	45344.80	45491.56	45344.80	45486.56	995	0	396
2024.01.02	14:00:00	45486.55	45502.53	45452.41	45499.08	856	0	441
2024.01.02	14:05:00	45503.78	45551.50	45457.19	45461.21	710	0	352
2024.01.02	14:10:00	45461.06	45463.21	45391.62	45435.85	799	0	357
2024.01.02	14:15:00	45436.00	45452.00	45395.90	45401.91	809	0	365
2024.01.02	14:20:00	45398.91	45493.50	45359.67	45487.10	772	0	365
2024.01.02	14:25:00	45491.00	45538.63	45473.12	45519.00	1128	0	362
2024.01.02	14:30:00	45519.60	45641.36	45486.09	45637.10	1318	0	397
2024.01.02	14:35:00	45639.95	45656.00	45551.26	45567.42	1007	0	459
2024.01.02	14:40:00	45567.42	45590.62	45511.39	45515.60	1299	0	718
2024.01.02	14:45:00	45513.13	45547.10	45387.25	45403.46	725	0	376
2024.01.02	14:50:00	45403.63	45412.90	45302.55	45349.43	1117	0	360
2024.01.02	14:55:00	45349.43	45386.09	45305.71	45334.95	1151	0	351
2024.01.02	15:00:00	45342.35	45451.10	45298.90	45429.78	1199	0	366
2024.01.02	15:05:00	45429.78	45492.44	45418.19	45477.75	978	0	370
2024.01.02	15:10:00	45477.90	45547.50	45455.96	45524.00	944	0	352
2024.01.02	15:15:00	45523.25	45614.98	45520.36	45587.24	1082	0	352
2024.01.02	15:20:00	45590.24	45608.91	45393.35	45577.50	938	0	0
2024.01.02	15:25:00	45567.81	45596.00	45550.00	45585.10	856	0	354
2024.01.02	15:30:00	45586.75	45641.50	45568.66	45610.50	1034	0	384
2024.01.02	15:35:00	45608.60	45679.85	45603.00	45675.00	1211	0	376
2024.01.02	15:40:00	45676.15	45775.90	45669.50	45725.30	1029	0	360
2024.01.02	15:45:00	45725.30	45760.00	45661.88	45690.60	1053	0	353
2024.01.02	15:50:00	45691.37	45742.36	45651.10	45709.55	1377	0	388
2024.01.02	15:55:00	45706.75	45733.34	45664.10	45705.42	644	0	352
2024.01.02	16:00:00	45705.42	45758.45	45684.00	45697.25	955	0	359
2024.01.02	16:05:00	45697.40	45805.75	45673.66	45781.15	1101	0	361
2024.01.02	16:10:00	45781.30	45859.44	45765.64	45834.25	1119	0	437
2024.01.02	16:15:00	45834.50	45869.20	45714.26	45717.87	936	0	593
2024.01.02	16:20:00	45715.91	45751.77	45662.58	45713.62	1221	0	568
2024.01.02	16:25:00	45714.01	45719.87	45603.00	45698.30	1293	0	422
2024.01.02	16:30:00	45702.00	45741.00	45530.37	45582.13	999	0	360
2024.01.02	16:35:00	45582.13	45599.61	45432.10	45438.52	1211	0	363
2024.01.02	16:40:00	45410.95	45599.81	45394.90	45587.15	960	0	440
2024.01.02	16:45:00	45587.15	45589.76	45232.80	45253.40	1297	0	362
2024.01.02	16:50:00	45253.40	45405.54	45174.37	45213.30	1450	0	352
2024.01.02	16:55:00	45214.66	45330.53	45030.28	45275.33	1423	0	358
2024.01.02	17:00:00	45275.34	45362.12	45181.31	45208.00	1213	0	360
2024.01.02	17:05:00	45208.15	45251.75	45146.45	45240.06	1218	0	354
2024.01.02	17:10:00	45240.06	45316.16	45115.90	45141.23	1334	0	356
2024.01.02	17:15:00	45141.26	45141.26	44872.41	44885.84	1473	0	353
2024.01.02	17:20:00	44877.90	45157.62	44866.69	45144.31	1327	0	371
2024.01.02	17:25:00	45144.31	45150.50	44973.30	45042.72	1249	0	368
2024.01.02	17:30:00	45042.25	45185.41	44918.46	45127.96	1128	0	353
2024.01.02	17:35:00	45127.96	45278.25	45127.96	45251.50	1171	0	351
2024.01.02	17:40:00	45250.52	45344.19	45231.40	45323.74	1215	0	359
2024.01.02	17:45:00	45323.74	45335.46	45232.24	45275.50	1053	0	351
2024.01.02	17:50:00	45275.50	45346.10	45255.79	45341.00	788	0	351
2024.01.02	17:55:00	45341.00	45345.00	45169.34	45220.53	1107	0	352
2024.01.02	18:00:00	45223.25	45314.65	45177.00	45286.90	1200	0	371
2024.01.02	18:05:00	45288.26	45312.46	45091.28	45126.71	1129	0	364
2024.01.02	18:10:00	45126.72	45142.70	45047.93	45114.28	1074	0	352
2024.01.02	18:15:00	45114.28	45141.80	44962.23	45026.00	1164	0	359
2024.01.02	18:20:00	45028.50	45045.28	44914.44	44950.00	1321	0	351
2024.01.02	18:25:00	44953.30	45220.96	44934.80	45220.96	1219	0	351
2024.01.02	18:30:00	45220.81	45265.29	45151.82	45260.60	951	0	352
2024.01.02	18:35:00	45260.61	45272.09	45095.90	45159.12	974	0	366
2024.01.02	18:40:00	45155.45	45282.71	45154.10	45260.16	778	0	503
2024.01.02	18:45:00	45260.01	45427.30	45207.46	45426.70	1182	0	354
2024.01.02	18:50:00	45428.25	45429.90	45329.90	45348.25	1052	0	351
2024.01.02	18:55:00	45347.25	45416.63	45341.96	45388.83	963	0	355
2024.01.02	19:00:00	45391.70	45417.00	45332.45	45364.96	1093	0	365
2024.01.02	19:05:00	45364.71	45390.75	45337.95	45372.91	979	0	351
2024.01.02	19:10:00	45371.36	45375.00	45250.88	45279.83	1022	0	358
2024.01.02	19:15:00	45283.63	45340.80	45249.84	45296.60	1249	0	363
2024.01.02	19:20:00	45300.50	45324.10	45192.21	45211.10	1127	0	383
2024.01.02	19:25:00	45211.70	45264.25	45171.10	45229.70	773	0	351
2024.01.02	19:30:00	45232.70	45237.50	45049.90	45103.68	1023	0	351
2024.01.02	19:35:00	45100.68	45140.75	45044.89	45050.66	852	0	352
2024.01.02	19:40:00	45050.66	45112.03	44972.80	45096.39	1066	0	351
2024.01.02	19:45:00	45096.24	45148.11	44991.00	45014.50	1007	0	355
2024.01.02	19:50:00	45014.50	45076.50	44995.05	45024.75	1020	0	360
2024.01.02	19:55:00	45024.75	45100.75	44984.56	44998.81	1222	0	382
2024.01.02	20:00:00	44999.06	45145.40	44980.87	45132.61	977	0	358
2024.01.02	20:05:00	45125.40	45149.65	45015.12	45031.21	1003	0	351
2024.01.02	20:10:00	45031.21	45057.52	44992.65	45037.26	858	0	359
2024.01.02	20:15:00	45036.86	45069.00	44963.39	45011.90	1048	0	351
2024.01.02	20:20:00	45016.40	45181.55	44989.52	45167.90	1184	0	365
2024.01.02	20:25:00	45166.65	45177.96	45118.10	45153.83	922	0	351
2024.01.02	20:30:00	45154.53	45286.00	45131.64	45252.79	1198	0	351
2024.01.02	20:35:00	45252.04	45295.40	45200.70	45214.80	1018	0	352
2024.01.02	20:40:00	45207.87	45211.31	45090.81	45092.56	789	0	397
2024.01.02	20:45:00	45092.56	45214.63	45067.93	45200.19	1010	0	367
2024.01.02	20:50:00	45190.38	45195.32	45136.47	45137.08	912	0	353
2024.01.02	20:55:00	45137.01	45246.16	45121.73	45177.50	1325	0	374
2024.01.02	21:00:00	45178.70	45249.24	45149.45	45242.36	1121	0	365
2024.01.02	21:05:00	45242.36	45271.32	45140.53	45142.13	1263	0	358
2024.01.02	21:10:00	45142.38	45199.26	45131.75	45144.18	992	0	364
2024.01.02	21:15:00	45144.97	45196.56	45119.86	45141.00	996	0	359
2024.01.02	21:20:00	45137.54	45141.70	44990.40	44998.88	952	0	362
2024.01.02	21:25:00	45002.00	45018.50	44818.00	44912.00	1172	0	351
2024.01.02	21:30:00	44912.00	45028.00	44845.70	45026.20	958	0	365
2024.01.02	21:35:00	45026.20	45106.66	44989.07	45026.76	929	0	354
2024.01.02	21:40:00	45027.20	45060.50	44982.83	44989.30	810	0	360
2024.01.02	21:45:00	44998.16	45084.41	44987.35	45049.83	1049	0	367
2024.01.02	21:50:00	45050.93	45080.32	44930.35	44941.81	1220	0	365
2024.01.02	21:55:00	44942.21	45118.04	44901.96	45056.45	1228	0	355
2024.01.02	22:00:00	45059.74	45122.40	44972.61	45096.40	996	0	352
2024.01.02	22:05:00	45097.00	45177.50	45071.80	45130.86	732	0	351
2024.01.02	22:10:00	45131.26	45158.00	45095.99	45112.49	602	0	365
2024.01.02	22:15:00	45112.49	45205.50	45080.26	45134.76	550	0	352
2024.01.02	22:20:00	45134.71	45137.11	44989.08	45035.96	504	0	360
2024.01.02	22:25:00	45031.53	45054.50	44948.79	44975.49	583	0	351
2024.01.02	22:30:00	44969.43	45004.50	44939.46	44948.67	971	0	352
2024.01.02	22:35:00	44948.92	44968.96	44863.21	44865.45	942	0	366
2024.01.02	22:40:00	44866.25	44919.08	44829.96	44849.62	1056	0	356
2024.01.02	22:45:00	44847.52	45018.25	44847.52	44855.18	939	0	351
2024.01.02	22:50:00	44855.50	44902.00	44761.55	44864.50	847	0	355
2024.01.02	22:55:00	44864.50	44895.25	44790.83	44813.28	964	0	351
2024.01.02	23:00:00	44813.28	44854.43	44641.00	44802.66	1200	0	361
2024.01.02	23:05:00	44802.66	44832.02	44674.87	44707.52	1147	0	366
2024.01.02	23:10:00	44710.82	44866.38	44659.61	44859.33	1130	0	354
2024.01.02	23:15:00	44859.33	44955.50	44836.39	44953.50	847	0	351
2024.01.02	23:20:00	44953.50	44957.94	44902.12	44947.23	841	0	351
2024.01.02	23:25:00	44949.30	44953.55	44817.09	44827.15	933	0	398
2024.01.02	23:30:00	44827.35	44963.00	44789.38	44950.47	857	0	362
2024.01.02	23:35:00	44950.37	44953.37	44869.39	44912.80	649	0	351
2024.01.02	23:40:00	44914.00	45018.05	44903.00	44951.80	734	0	352
2024.01.02	23:45:00	44952.00	45075.75	44926.16	45062.74	899	0	376
2024.01.02	23:50:00	45062.74	45102.50	45019.93	45046.76	533	0	375
2024.01.02	23:55:00	45046.76	45120.64	45006.12	45106.97	559	0	352
2024.01.03	00:05:00	45107.00	45278.41	45067.92	45273.02	532	0	352
2024.01.03	00:10:00	45269.22	45313.72	45142.78	45176.46	618	0	351
2024.01.03	00:15:00	45175.60	45243.73	45158.70	45216.48	368	0	366
2024.01.03	00:20:00	45216.48	45221.55	45067.84	45084.42	427	0	356
2024.01.03	00:25:00	45084.42	45092.34	45041.02	45086.00	182	0	365
2024.01.03	00:30:00	45086.00	45086.00	44938.34	44996.41	459	0	390
2024.01.03	00:35:00	44996.37	45033.53	44939.90	45000.11	396	0	1560
2024.01.03	00:40:00	45003.61	45022.47	44939.16	44946.23	151	0	636
2024.01.03	00:45:00	44946.73	45109.38	44865.00	45074.50	536	0	1147
2024.01.03	00:50:00	45074.50	45134.26	44973.42	44977.64	285	0	1011
2024.01.03	00:55:00	44979.00	45070.01	44964.66	45000.26	319	0	1427
2024.01.03	01:00:00	44999.99	45011.00	44952.93	44958.36	562	0	912
2024.01.03	01:05:00	44958.36	45022.70	44945.03	45021.75	374	0	553
2024.01.03	01:10:00	45021.75	45044.55	44986.50	45022.80	1107	0	538
2024.01.03	01:15:00	45026.00	45081.25	44976.60	45032.11	1192	0	412
2024.01.03	01:20:00	45030.46	45074.67	44990.80	45068.00	1062	0	361
2024.01.03	01:25:00	45067.85	45086.28	44985.43	44991.38	863	0	352
2024.01.03	01:30:00	44992.18	44992.18	44919.40	44951.18	828	0	357
2024.01.03	01:35:00	44951.18	44966.80	44860.60	44892.60	1006	0	429
2024.01.03	01:40:00	44892.60	44944.25	44821.54	44865.13	640	0	503
2024.01.03	01:45:00	44865.13	44874.13	44825.62	44849.78	813	0	406
2024.01.03	01:50:00	44849.78	45006.50	44831.37	44973.18	1016	0	396
2024.01.03	01:55:00	44973.18	44998.42	44932.83	44972.66	787	0	353
2024.01.03	02:00:00	44972.66	45050.82	44970.38	44983.15	1007	0	365
2024.01.03	02:05:00	44984.00	45081.00	44949.17	45037.67	1163	0	386
2024.01.03	02:10:00	45038.07	45069.18	44966.20	45035.25	1151	0	385
2024.01.03	02:15:00	45033.00	45051.09	44963.45	44981.68	1338	0	448
2024.01.03	02:20:00	44982.43	45014.26	44956.95	45009.00	1434	0	383
2024.01.03	02:25:00	45007.00	45015.20	44885.56	44920.10	1016	0	362
2024.01.03	02:30:00	44922.25	45038.15	44892.73	45018.50	980	0	361
2024.01.03	02:35:00	45019.70	45061.73	44995.56	45043.55	988	0	533
2024.01.03	02:40:00	45043.50	45167.50	45039.84	45167.50	698	0	460
2024.01.03	02:45:00	45167.95	45214.65	45110.30	45204.52	1055	0	378
2024.01.03	02:50:00	45204.52	45236.60	45070.37	45080.50	1383	0	416
2024.01.03	02:55:00	45080.50	45180.46	45075.72	45167.00	958	0	401
2024.01.03	03:00:00	45166.70	45234.50	45126.30	45225.80	1111	0	424
2024.01.03	03:05:00	45225.80	45255.50	45182.31	45234.66	898	0	351
2024.01.03	03:10:00	45234.29	45241.98	45204.79	45218.05	1452	0	415
2024.01.03	03:15:00	45217.39	45223.27	45168.35	45198.77	1473	0	431
2024.01.03	03:20:00	45200.37	45260.00	45180.55	45231.52	1171	0	457
2024.01.03	03:25:00	45232.32	45244.72	45175.11	45176.08	1367	0	592
2024.01.03	03:30:00	45177.33	45194.75	45123.54	45188.30	1059	0	580
2024.01.03	03:35:00	45186.00	45236.06	45182.20	45216.40	1088	0	588
2024.01.03	03:40:00	45214.40	45290.30	45200.60	45273.50	986	0	480
2024.01.03	03:45:00	45270.10	45275.50	45232.70	45258.35	868	0	507
2024.01.03	03:50:00	45254.20	45360.90	45233.27	45332.25	930	0	367
2024.01.03	03:55:00	45331.30	45354.18	45277.30	45345.98	505	0	359
2024.01.03	04:00:00	45347.93	45416.99	45346.31	45394.37	693	0	351
2024.01.03	04:05:00	45395.98	45448.71	45356.16	45371.48	1129	0	354
2024.01.03	04:10:00	45368.38	45434.00	45298.12	45307.11	884	0	352
2024.01.03	04:15:00	45307.11	45317.70	45245.03	45266.32	1020	0	378
2024.01.03	04:20:00	45267.82	45339.28	45243.66	45307.26	833	0	526
2024.01.03	04:25:00	45308.40	45367.30	45299.20	45357.50	804	0	501
2024.01.03	04:30:00	45359.00	45396.06	45338.00	45387.10	1014	0	498
2024.01.03	04:35:00	45380.80	45387.23	45283.50	45299.70	1140	0	478
2024.01.03	04:40:00	45299.70	45317.74	45274.90	45303.60	814	0	482
2024.01.03	04:45:00	45303.60	45309.57	45264.50	45305.45	566	0	553
2024.01.03	04:50:00	45305.45	45319.03	45249.78	45275.53	1269	0	433
2024.01.03	04:55:00	45275.03	45322.33	45265.08	45305.83	1302	0	467
2024.01.03	05:00:00	45306.33	45326.46	45293.25	45304.25	917	0	367
2024.01.03	05:05:00	45304.25	45305.75	45213.38	45230.60	753	0	351
2024.01.03	05:10:00	45235.00	45333.15	45221.35	45313.03	862	0	353
2024.01.03	05:15:00	45313.03	45343.59	45297.78	45313.83	633	0	359
2024.01.03	05:20:00	45315.53	45317.73	45254.98	45263.97	724	0	367
